conversation_id,title,total_messages,user_messages,assistant_messages,user_assistant_ratio,duration_minutes,active_days,messages_per_hour,avg_user_message_length,median_user_message_length,max_user_message_length,avg_user_words,total_user_words,first_hour,first_day,first_month,first_year,peak_user_hour,technical_term_count,primary_intent,primary_intent_score
6a0412d4-e994-83e9-9f38-19b2eb5bc650,Content Creator Bio Ideas,10,5,5,1.0,232.9084969,1,2.5761189822869017,91.4,43.0,212,13.0,65,5,Wednesday,May,2026,5,0,create_content,10
6a042726-1eb0-83e9-9d87-541b0bc2986a,Insert button battery,6,3,3,1.0,1.9085817,1,188.62173937851338,7.0,0.0,21,1.0,3,7,Wednesday,May,2026,7,0,other,0
6a044766-5808-83e9-ad71-c195c8c7bae6,Legit Online Typing Jobs,4,2,2,1.0,1.0428011666666666,1,230.1493397510903,56.0,56.0,63,11.0,22,9,Wednesday,May,2026,9,0,other,0
6a05c9c9-57c0-83e8-99d4-7c66aa9232c5,Best camera multitasking phone,8,4,4,1.0,6.113760883333333,1,78.51141206855563,26.0,19.5,50,5.0,20,13,Thursday,May,2026,13,0,other,0
6a06abfb-bcd0-83e8-a27d-93851695fe18,CECC Acronym Meaning,12,6,6,1.0,3.11191235,1,231.36898441243054,39.333333333333336,28.0,114,6.0,36,5,Friday,May,2026,5,1,learn,1
6a07ed91-9908-83e8-9157-4637971dd1e0,Best Camera Mobiles 2026,4,2,2,1.0,1.0170311666666667,1,235.98096879036976,15.5,15.5,23,3.0,6,4,Saturday,May,2026,4,0,other,0
6a09490e-6694-83ec-b908-6eb6b34ad665,Infosys Test Error Fix,8,4,4,1.0,56.72490508333333,1,8.461891638158624,103.75,97.5,187,18.25,73,4,Sunday,May,2026,4,2,troubleshoot,2
6a094d1b-ed18-83e8-b2a9-50eeab723a58,Python meeting scheduler,9,5,4,1.25,14.24953895,1,37.89596294271683,53.2,36.0,98,10.6,53,5,Sunday,May,2026,5,4,troubleshoot,1
6a0a6d18-b1d8-83ec-9931-c88004a574ee,Samsung 4C Error Fix,6,3,3,1.0,6.351399433333333,1,56.68042197293602,111.66666666666667,151.0,153,21.666666666666668,65,1,Monday,May,2026,1,2,troubleshoot,1
6a0c7111-9ed8-83ec-a0b0-569c3594fe8a,Language Learning for Growth,14,7,7,1.0,2.328349983333333,1,360.7705052989636,28.0,27.0,54,5.714285714285714,40,14,Tuesday,May,2026,14,0,create_content,2
6a0c7c10-ddc4-83ec-b96b-e56ad6682f0f,TCS NQT Test Prep,22,11,11,1.0,743.2900147833334,2,1.7758882451619853,28.09090909090909,25.0,62,5.181818181818182,57,15,Tuesday,May,2026,3,2,create_content,1
6a0fdf4d-60fc-83e8-94ce-1a9c0746d649,Double-Sided Card Canva,16,9,7,1.2857142857142858,7.924919200000001,1,121.1368817489016,21.11111111111111,16.0,44,4.333333333333333,39,4,Friday,May,2026,4,0,build,1
6a143e70-4208-8322-bb6e-a9e9aa8a281c,Black Screen After Login,2,1,1,1.0,0.025569683333333332,1,4693.057729172764,92.0,92.0,92,19.0,19,12,Monday,May,2026,12,0,other,0
6a147e27-419c-8323-a91a-ff755df4b5d0,Night Photography Tips,2,1,1,1.0,0.040977933333333334,1,2928.405369393934,52.0,52.0,52,10.0,10,16,Monday,May,2026,16,0,other,0
6a153ac8-f66c-8323-a886-e6c83e5ad359,Free Digital Marketing Courses,8,4,4,1.0,2055.32624565,2,0.23353956629313571,35.25,33.0,58,6.0,24,6,Tuesday,May,2026,6,0,other,0
6a17d638-bf18-8323-85a3-dc7cae7e5c2f,Nexellence RPO Overview,10,5,5,1.0,5.521763750000001,1,108.6609328405258,23.2,32.0,45,2.2,11,5,Thursday,May,2026,5,0,research,2
6a17da65-e764-83a9-8fe7-30d0d39c6f5e,AI/ML Experience Guidance,4,2,2,1.0,5.776464633333333,1,41.547904338420054,0.0,0.0,0,0.0,0,6,Thursday,May,2026,6,0,other,0
6a1d2a85-a92c-8320-83da-f187626a9b08,Eye Scratch and Dark Circles,2,1,1,1.0,0.05168311666666667,1,2321.8414008185136,86.0,86.0,86,20.0,20,6,Monday,June,2026,6,0,other,0
6a207d63-e3e8-8323-94e2-d1abb5e59e01,Redmi 10 IR Issue,11,5,6,0.8333333333333334,3.5875489833333334,1,183.96961353452184,24.2,13.0,79,5.2,26,19,Wednesday,June,2026,19,0,other,0
6a212f26-b70c-8323-92e8-ab53bf5f7823,Fresher Developer Role Chennai,2,1,1,1.0,0.2997488333333333,1,400.3351695002427,873.0,873.0,873,135.0,135,7,Thursday,June,2026,7,5,build,3
6a22d6a2-62bc-8322-856b-43499321ce00,Parametric Line Equation,8,4,4,1.0,6.88852435,1,69.68110666546457,17.5,19.5,31,3.25,13,14,Friday,June,2026,14,1,learn,1
6a22db2e-1e48-8321-adab-52117d3d6df6,Signature in SSC Format,7,3,4,0.75,5.399916283333334,1,77.77898359208203,20.333333333333332,29.0,32,4.0,12,14,Friday,June,2026,14,0,other,0
6a22debc-6240-8322-a3ef-1d9af5ea0e13,CGPA to Percentage Conversion,6,3,3,1.0,0.8098010999999999,1,444.55360705239843,27.333333333333332,35.0,43,4.333333333333333,13,14,Friday,June,2026,14,0,other,0
6a23f1d0-44e0-8324-8816-013e7da3d213,Ice for Skin and Weight,6,3,3,1.0,2.4327530666666664,1,147.98049375938857,55.666666666666664,50.0,85,11.0,33,10,Saturday,June,2026,10,0,other,0
6a2565db-81d4-8324-b54e-6505c43c76b6,Poster Arrangement Tips,12,6,6,1.0,5.1411496,1,140.04649854966289,33.666666666666664,28.5,86,6.333333333333333,38,12,Sunday,June,2026,12,1,create_content,3
6a26c426-c13c-8324-958f-d71ea247d05e,Teaching Basics for Weak Students,42,21,21,1.0,34.79105623333333,1,72.43240857935169,58.285714285714285,41.0,165,10.904761904761905,229,13,Monday,June,2026,13,1,learn,5
6a28f6bb-0848-8321-aec9-0f0bb79812b9,Teaching After Alphabets,12,6,6,1.0,71.68121876666667,1,10.044472072157562,32.333333333333336,27.5,65,6.0,36,5,Wednesday,June,2026,5,1,learn,2
6a2a3ace-ce94-8323-8b16-63ae175043d5,Vowel Fill-in Questions,2,1,1,1.0,0.06394815000000001,1,1876.5202746287418,45.0,45.0,45,8.0,8,4,Thursday,June,2026,4,0,other,0
6a2fd8d1-1404-83ee-b614-3b80049be30b,Homework Reminder Template,4,2,2,1.0,0.4595772,1,522.2191179196878,111.5,111.5,163,18.5,37,10,Monday,June,2026,10,1,build,2
6a33c59f-c138-83e8-8531-ac6a30671731,School Uniform Notice,5,2,3,0.6666666666666666,0.2711622666666667,1,1106.3486217600578,93.0,93.0,178,17.0,34,10,Thursday,June,2026,10,0,other,0
6a361347-99ac-83ee-a917-6c999b10ba90,LinkedIn Profile Review,34,17,17,1.0,23593.217315500002,3,0.08646552832198023,39.529411764705884,43.0,110,5.0,85,4,Saturday,June,2026,15,0,create_content,2
6a363311-66f4-83ee-bcf4-9cf0d8a40101,NATS 2.0 Registration Guide,22,11,11,1.0,29.5908201,1,44.60842908507291,17.363636363636363,10.0,56,2.8181818181818183,31,6,Saturday,June,2026,6,4,other,0
6a4270d7-7188-83ee-a4fc-e50c55ecb2f6,Buyer Persona Example,6,3,3,1.0,2.8313174833333337,1,127.14928725554614,24.0,22.0,39,4.666666666666667,14,13,Monday,June,2026,13,0,other,0
6a4290ed-970c-83e8-b959-6c53f0db45f1,No Response Follow-up Guide,2,1,1,1.0,0.018509933333333332,1,6483.005521359703,30.0,30.0,30,7.0,7,15,Monday,June,2026,15,0,other,0
6a4915bd-8c50-83ee-8808-a7081c053e75,Resume Editing Request,6,3,3,1.0,9.322148516666665,1,38.61770699709103,78.0,113.0,121,14.0,42,14,Saturday,July,2026,14,0,build,1
6a491bcd-c7e8-83e8-b2ce-f0e62d891f65,Alignment Verification Tips,2,1,1,1.0,751.2252873,2,0.15973903172415213,37.0,37.0,37,6.0,6,14,Saturday,July,2026,3,0,other,0
6a4fc6d0-f8e0-83ee-9eb5-cbc934f5bf68,Reg future plans,13,6,7,0.8571428571428571,7.142798766666667,1,109.2008924624938,21.833333333333332,18.0,48,4.333333333333333,26,16,Thursday,July,2026,16,0,other,0
6a54709e-654c-83e8-9353-4b4b0b7b341c,Kamarajar Speech Ideas,17,8,9,0.8888888888888888,29.228377233333333,1,34.89759256414506,40.75,15.0,162,7.625,61,4,Monday,July,2026,5,2,build,1
6a5788f9-aaa0-83ee-b1b4-d8706e87148e,Introduce Yourself Response,8,4,4,1.0,14.268902333333333,1,33.63958830096415,34.75,20.5,84,6.75,27,13,Wednesday,July,2026,13,1,build,3
6a58d6fa-3e58-83e8-9f88-07fd19d210d2,IINVSYS Interview Preparation,16,8,8,1.0,169.1022304,1,5.677039254474552,27.5,30.0,56,4.875,39,13,Thursday,July,2026,15,1,learn,1
6a58d7e6-aed8-83ee-bd59-46d8915e59cf,Interview Project Explanation,16,8,8,1.0,121.7632357,1,7.884153163975094,32.5,35.5,57,6.375,51,13,Thursday,July,2026,14,3,build,1
6a58f719-2128-83ee-8060-e056fdc3edba,Python Interview Guide,12,6,6,1.0,31.448226933333334,1,22.89477246289014,23.833333333333332,24.0,45,5.166666666666667,31,15,Thursday,July,2026,15,6,other,0
6a599c02-a8e0-83ee-868f-021d5e41ad01,Interview Project Explanation,2,1,1,1.0,0.021981949999999997,1,5459.0243358755715,250.0,250.0,250,36.0,36,3,Friday,July,2026,3,7,research,2
6a5a24e4-07ec-83ee-bf41-34c63c88765f,Data Analysis Process,6,3,3,1.0,4.2538498,1,84.6292222165437,24.666666666666668,19.0,42,4.333333333333333,13,12,Friday,July,2026,12,2,research,2
6a5a2660-a458-83ee-adaf-3d3e16f8a86f,Market Analysis Overview,6,2,4,0.5,6.900748433333334,1,52.16825442600663,70.0,70.0,125,13.5,27,12,Friday,July,2026,12,0,research,1
6a5a2828-fe14-83e8-a7d5-291b379f129a,Instagram Comment-to-DM Automation,2,1,1,1.0,0.05401776666666667,1,2221.4913241507575,125.0,125.0,125,25.0,25,13,Friday,July,2026,13,0,other,0
6a5a2849-a8e8-83e8-89fd-eceaca26fa9b,Digital Marketing Analytics Process,2,1,1,1.0,0.04897976666666667,1,2449.991254892326,147.0,147.0,147,26.0,26,13,Friday,July,2026,13,1,research,1
6a5b1c3b-a700-83ee-850b-7334bf3e2813,Tech for Data Analysis,2,1,1,1.0,0.30678105,1,391.1584499759682,43.0,43.0,43,8.0,8,6,Saturday,July,2026,6,0,learn,1
6a5b24ed-90b8-83ee-b521-52742f25d31d,Create Claude Desktop Shortcut,2,1,1,1.0,0.2919199,1,411.0716672621496,77.0,77.0,77,15.0,15,7,Saturday,July,2026,7,0,other,0
6a5b2b3a-0430-83ee-90cf-c5d45a8d5d2a,AB Testing Analysis,12,6,6,1.0,119.34770286666667,1,6.032793113784288,445.0,4.0,2528,46.5,279,7,Saturday,July,2026,7,1,troubleshoot,2
6a5b7c13-0934-83ee-b9dd-caa13b9a8b5f,Congratulations Message Draft,6,3,3,1.0,1.8355893666666667,1,196.1222953986386,74.0,90.0,119,13.0,39,13,Saturday,July,2026,13,0,other,0
6a5e1463-4158-83e8-b482-69ee464d39f7,Understanding banger meaning,2,1,1,1.0,0.14386928333333332,1,834.090482830653,23.0,23.0,23,4.0,4,12,Monday,July,2026,12,1,other,0
6a5e1482-eb58-83ee-ad18-74026ba95e7c,Meaning of Mass,2,1,1,1.0,0.016516199999999998,1,7265.593780651724,4.0,4.0,4,1.0,1,12,Monday,July,2026,12,0,other,0
6a5efdde-ef60-83e8-a9ff-0e11d357e304,Math Fundamentals 5s 10s 100s,21,10,11,0.9090909090909091,3131.139437383333,3,0.4024094184234003,36.1,32.0,59,7.2,72,5,Tuesday,July,2026,9,1,learn,2
6a5f00e9-043c-83e8-83ef-0fdfb317c313,Kuyili Independence Day Speech,8,4,4,1.0,9.9304988,1,48.335940587395264,29.0,25.5,57,5.25,21,5,Tuesday,July,2026,5,0,build,1
6a5f7190-18f4-83e8-9882-4c396763b73a,Using Claude for Data Analysis,6,3,3,1.0,3.3897826666666666,1,106.20149885715387,52.666666666666664,36.0,86,9.0,27,13,Tuesday,July,2026,13,1,build,1
6a61da6b-fb28-83e8-a5d9-edfb0b877658,Teaching English Speaking,8,4,4,1.0,1188.16505465,2,0.40398427652915153,48.0,37.0,107,9.5,38,9,Thursday,July,2026,4,0,learn,3
6a62f1fc-746c-83ee-a47b-8a0896a5693d,Job Referral Request Message,2,1,1,1.0,0.02504075,1,4792.188732366243,86.0,86.0,86,20.0,20,5,Friday,July,2026,5,0,other,0
6a631e6a-4180-83ee-9563-fb3555ec34c5,Job Offer Acceptance Email,10,5,5,1.0,7.9837229999999995,1,75.15290798540983,66.0,71.0,119,11.6,58,8,Friday,July,2026,8,1,other,0
6a646530-8a60-83ee-b9fe-a10563a241b9,Moto G Camera Quality,14,7,7,1.0,4.556017183333334,1,184.37156099253954,30.428571428571427,28.0,69,5.857142857142857,41,7,Saturday,July,2026,7,1,create_content,2
6a64667d-0088-83ee-8d72-5afa806d48c1,Phone Slow Fix,8,4,4,1.0,2.4506949000000002,1,195.86281425729493,27.25,28.0,45,6.75,27,7,Saturday,July,2026,7,0,other,0
6a649860-4dd8-83e8-b3dc-466e47b3c734,Royal Blue Personality,22,11,11,1.0,2.7152423,1,486.144459372926,15.818181818181818,13.0,50,3.6363636363636362,40,11,Saturday,July,2026,11,0,other,0
6a65fa9e-4d60-83e8-aab2-9c25f094f23b,Noise ALT Buds (S) Review,4,2,2,1.0,2.11671255,1,113.38336894161658,30.0,30.0,30,5.5,11,12,Sunday,July,2026,12,0,other,0
6a6891b1-55f8-83e8-be16-045ed848efc6,Online shopping price check,2,1,1,1.0,0.1071859,1,1119.5502393505114,33.0,33.0,33,6.0,6,11,Tuesday,July,2026,11,0,other,0
6a68b617-4324-83ee-9e61-bd170a171961,Freight Shipping Update,4,1,3,0.3333333333333333,0.09551356666666666,1,2512.732048187221,0.0,0.0,0,0.0,0,14,Tuesday,July,2026,14,0,other,0
6a68b622-19e4-83ee-96ba-3ce896e0d1e8,Explain Request Clarification,4,2,2,1.0,0.3299943666666667,1,727.2851425443525,3.5,3.5,7,0.5,1,14,Tuesday,July,2026,14,1,learn,1
6a6c02d1-03d0-83ee-a320-3cc6202ca1f4,Grammar Correction Clarification,4,2,2,1.0,0.342835,1,700.0452112532267,65.0,65.0,106,13.0,26,2,Friday,July,2026,2,0,other,0
6a6ec93e-6ba8-83ee-9634-7a8ba432aac3,Greedy Solution for Rocks,24,11,13,0.8461538461538461,40.24043545,1,35.784901030438526,14.545454545454545,13.0,37,3.090909090909091,34,4,Sunday,August,2026,5,9,troubleshoot,1
6a70224f-8540-83e8-b64c-2194133eceff,Digicherry Overview,76,38,38,1.0,233.43844016666665,1,19.534057873006365,16.92105263157895,9.5,73,3.3157894736842106,126,5,Monday,August,2026,6,6,build,3
6a702319-f698-83e8-ada9-cdaa81522ecb,Marketing Metrics Overview,2,1,1,1.0,25604.523813866665,2,0.004686671811291858,16.0,16.0,16,2.0,2,10,Thursday,July,2026,5,0,other,0
6a7056e8-7e10-83ee-a664-3742f784348c,E-Commerce Analytics Project,10,5,5,1.0,248.54335189999998,1,2.414065777311182,79.2,0.0,396,12.0,60,8,Monday,August,2026,8,3,build,3
6a70597f-91f0-83e8-93ea-aa5c3f5e4247,Power Query Overview,78,39,39,1.0,249.45551416666666,1,18.760860090160964,143.69230769230768,39.0,1670,17.128205128205128,668,9,Monday,August,2026,10,14,build,9
6a70954d-40d8-83e8-82ea-f918f99a0a08,Data Dashboard Setup Guide,17,8,9,0.8888888888888888,61.78352786666667,1,16.509254735359786,63.125,57.0,129,11.125,89,13,Monday,August,2026,14,6,build,1
6a7095d1-bdd0-83e8-ab44-9304173d5ebb,AI Agent for Data Analytics,18,9,9,1.0,13.380837266666667,1,80.71243812899621,41.55555555555556,49.0,67,8.555555555555555,77,13,Monday,August,2026,13,7,build,3
6a7172c1-77d8-83ee-866a-2ca572a325a9,Govt. Institutions Data Research,84,39,45,0.8666666666666667,571.2554135666667,1,8.822673501739729,63.205128205128204,14.0,1360,9.179487179487179,358,5,Tuesday,August,2026,11,5,research,18
6a718192-a0d4-83e8-b7e6-a8a68c49cc66,Client Dashboard Continuation,84,40,44,0.9090909090909091,99.34098918333333,1,50.73434482012962,29.3,15.0,213,6.075,243,6,Tuesday,August,2026,7,4,build,4
6a719902-8714-83ee-8278-f0d8d2196351,they,327,156,171,0.9122807017543859,1535.8696105000001,2,12.774521916357688,441.8076923076923,7.5,65005,67.12820512820512,10472,7,Tuesday,August,2026,9,234,build,195
6a71f919-5c9c-83ee-b6de-3c475f732c5a,Government Institutions Research,83,24,59,0.4067796610169492,849.5600833333334,2,5.861857327924913,274.9583333333333,32.5,3318,38.375,921,14,Tuesday,August,2026,14,24,research,19
6a7303aa-d728-83e8-87d4-d89b62a7c71b,Government Schools Tamil Nadu,333,126,207,0.6086956521739131,182.07572163333333,1,109.73456439313753,230.42857142857142,17.0,4677,29.26984126984127,3688,9,Wednesday,August,2026,10,71,research,23
6a733074-d660-83ee-ad25-87714dcbe85f,Excel Infrastructure Summary,189,85,104,0.8173076923076923,2445.1049810166664,3,4.6378376748817,265.08235294117645,24.0,4514,25.129411764705882,2136,12,Wednesday,August,2026,12,140,troubleshoot,17
6a741019-e060-83e8-a8fd-9e70dc02efff,Tamil Nadu Infrastructure Data,161,60,101,0.594059405940594,376.4778933833333,1,25.65887710746431,63.81666666666667,31.5,1054,10.65,639,4,Thursday,August,2026,5,12,build,12
6a742b84-0ae0-83e8-bf02-a0334cb6c602,Reel Performance Response,14,7,7,1.0,145.4518393,1,5.775107444791178,56.0,51.0,88,11.0,77,6,Thursday,August,2026,6,1,build,1
6a756dbd-23a4-83e8-a035-33717bc5f771,KYS Scraper Update,320,139,181,0.7679558011049724,241.48952599999998,1,79.5065538370389,653.6690647482014,24.0,7355,45.70503597122302,6353,5,Friday,August,2026,6,511,research,37
6a75a66e-abe4-83e8-860c-c139b215c2a6,KYS Scraper Continuation,112,50,62,0.8064516129032258,189.88307135,1,35.39020067572759,934.98,42.0,9836,84.16,4208,9,Friday,August,2026,10,420,troubleshoot,27
6a75c38c-2124-83e9-b71e-5898519a12c0,Scraper.py Generation Request,528,212,316,0.6708860759493671,5483.348533283333,5,5.777491583419478,191.8490566037736,27.0,6676,23.59433962264151,5002,11,Friday,August,2026,4,416,troubleshoot,55
6a797250-8634-83ee-91c1-751638889fad,Reference Sheet Creation,4,1,3,0.3333333333333333,0.20808390000000002,1,1153.380919907787,48.0,48.0,48,8.0,8,6,Monday,August,2026,6,0,build,1
6a7ac8c8-8f1c-83ee-803a-5169fd78be8c,Product Marketing Analysis,49,24,25,0.96,286.14923598333337,1,10.274359076643625,21.833333333333332,10.5,105,3.375,81,7,Tuesday,August,2026,9,1,learn,2
6a7b0ee8-2acc-83e9-8ada-2171a01cb1e8,New Task Assistance,126,61,65,0.9384615384615385,1095.8684541166667,2,6.898638218483803,56.52459016393443,26.0,570,9.688524590163935,591,12,Tuesday,August,2026,5,6,learn,4
6a7b2f99-9858-83ee-9be2-789c0f92b01b,LinkedIn Profile Review,108,45,63,0.7142857142857143,74.06628860000001,1,87.48919545565025,18.91111111111111,4.0,195,3.2222222222222223,145,14,Tuesday,August,2026,15,3,learn,1
6a7b4e77-8e18-83e8-b75a-be607822980e,Palm Reading Guide Design,7,4,3,1.3333333333333333,4.4411499999999995,1,94.57010008668927,91.0,13.5,337,17.0,68,16,Tuesday,August,2026,16,1,build,3
6a7c0fcf-97d0-83ee-ab26-3d0b2ce88746,Personal Branding Strategy,640,275,365,0.7534246575342466,1835.23754905,2,20.923721847276685,281.67636363636365,35.0,2580,42.64727272727273,11728,6,Wednesday,August,2026,12,129,build,210
6a7c4b2b-0f70-83e8-b073-7626cb531293,GitHub Next Steps,49,14,35,0.4,19.482144666666667,1,150.90741036484792,257.5,0.0,3496,25.642857142857142,359,10,Wednesday,August,2026,10,16,planning,4
6a7d57b7-43e4-83ee-afff-168ebc855e75,Polished PDF Creation,17,3,14,0.21428571428571427,6.249269716666666,1,163.21907138680257,77.0,12.0,219,14.333333333333334,43,5,Thursday,August,2026,5,0,build,1
6a7d5ad6-95f4-83e8-977d-3db3e401330d,Clean Structured PDF,5,1,4,0.25,2.2168232333333333,1,135.32878737873207,64.0,64.0,64,11.0,11,5,Thursday,August,2026,5,0,build,2
6a7d6117-111c-83ee-b417-88c2986b7667,Graph format request,63,23,40,0.575,74.95482498333334,1,50.430375907628445,189.17391304347825,13.0,1021,25.08695652173913,577,6,Thursday,August,2026,6,0,build,8
6a7d7562-6aa0-83e8-8280-989896426c88,Page Alignment Correction,42,7,35,0.2,33.12257686666667,1,76.08103711689274,60.285714285714285,34.0,133,11.0,77,7,Thursday,August,2026,8,1,build,1
6a7d88d6-6ca0-83ea-9c38-02677ccac7d2,UI Rendering Issue,7,2,5,0.4,2.1703776,1,193.5147137530354,21.0,21.0,24,4.5,9,9,Thursday,August,2026,9,0,troubleshoot,1
6a7d91cf-79fc-83ea-9f2c-84e65258521c,Morning Study Reminder,205,25,180,0.1388888888888889,10318.565098716666,8,1.1920262054197601,41.32,23.0,169,8.0,200,9,Thursday,August,2026,9,6,planning,9
6a7d968b-12ec-83ea-b66f-9685c41ceb82,Notion usage assistance,174,73,101,0.7227722772277227,92.58964998333333,1,112.75558339273623,447.09589041095893,460.0,587,57.863013698630134,4224,10,Thursday,August,2026,10,22,build,3
6a7dacd2-83bc-83ea-9ee3-cdc8d655bf66,Notion Workspace Integration,12,5,7,0.7142857142857143,1.6498411666666668,1,436.4056459172282,43.8,13.0,161,6.0,30,11,Thursday,August,2026,11,1,research,1
6a7db5c9-bb9c-83e8-ab90-a55b7d8b6af1,Weekend Long Read,7,2,5,0.4,2881.9993833,2,0.14573216164921032,204.5,204.5,258,34.0,68,12,Thursday,August,2026,12,1,learn,1
6a7e9f59-9c9c-83e9-963f-04df84b6c31b,AI DATA ANALYST,1567,637,930,0.6849462365591398,7748.01384705,4,12.134722763279191,1701.1004709576139,25.0,66395,129.86813186813185,82726,3,Friday,August,2026,6,2239,research,781
6a800557-bf94-83ee-952d-faa1bd8d7ba4,AI Video Workflow,110,47,63,0.746031746031746,99.51764035,1,66.319900439641,58.12765957446808,12.0,661,9.829787234042554,462,6,Saturday,August,2026,7,5,create_content,5
6a828f77-1e78-83e8-9059-90750a626f67,Product /market analysis,295,99,196,0.5051020408163265,355.9789169333333,1,49.72204576743179,227.5050505050505,36.0,15991,36.323232323232325,3596,4,Monday,August,2026,9,54,research,36
6a82e4ef-0e1c-83ee-8781-3771db05455f,AI for Content Personalization,98,49,49,1.0,3002.9328333333333,2,1.9580857536107616,41.204081632653065,5.0,509,8.26530612244898,405,10,Monday,August,2026,12,6,build,9
6a83e4a4-8f40-83ee-b0ae-cacbda9d0bd2,Review Python Project Files,69,23,46,0.5,49.609627116666665,1,83.4515444001219,2526.782608695652,16.0,33110,197.2608695652174,4537,4,Tuesday,August,2026,5,106,research,49
6a859039-b044-83ee-ae5f-77040bbc31ca,Frangipani Perfume Recommendations,24,6,18,0.3333333333333333,6.5757345166666665,1,218.9869430327848,44.0,57.5,74,7.333333333333333,44,11,Wednesday,August,2026,11,1,other,0
6a869228-cd08-83e8-b058-78461a78c488,Morning Greeting,151,73,78,0.9358974358974359,360.86584951666663,1,25.10628260372852,115.68493150684931,26.0,1119,19.34246575342466,1412,5,Thursday,August,2026,6,15,research,26
6a87d6c2-033c-83e9-a8b3-04e5240f34b8,Morning Greeting,47,23,24,0.9583333333333334,100.8435764,1,27.96410143978194,91.73913043478261,63.0,402,17.130434782608695,394,4,Friday,August,2026,4,1,learn,4
6a87ebfc-4144-83e8-8e04-ea7e88aa9ff4,Spotify Wrapped Clone Proposal,76,29,47,0.6170212765957447,114.10389148333334,1,39.96358003851305,42.689655172413794,23.0,263,6.896551724137931,200,6,Friday,August,2026,7,6,build,4
6a8825dc-80f8-83e8-96f0-1c198279f413,Get export data,26,11,15,0.7333333333333333,14.6884351,1,106.20600420530843,136.8181818181818,22.0,778,21.09090909090909,232,10,Friday,August,2026,10,14,other,0
